company_size,company_country,position_country,position_employmentType,position_workSetting,position_name,employee_gender,employee_age_gap,employee_country,interview_date,interview_score,interview_duration,interviewer_name,interviewer_gender,candidate_name,candidate_gender,candidate_country
M,Canada,Canada,Full-time,Office,Machine Learning Engineer,Female,18-27,Canada,2024-02-02,10,51,Interviewer First,Male,Michael Garcia,Female,Canada
M,Canada,Canada,Full-time,Office,Machine Learning Engineer,Female,28-37,Canada,2023-10-19,8,43,Interviewer Second,Female,Ethan Johnson,Female,Canada
M,United States,United States,Full-time,Remote,Research Analyst,Female,18-27,United States,2023-10-09,9,39,Interviewer Second,Female,Elizabeth Robinson,Female,United States
M,United States,United States,Full-time,Remote,Research Analyst,Female,38-47,United States,2023-12-08,8,36,Interviewer First,Male,Daniel Harris,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,28-37,United States,2023-08-04,10,25,Interviewer Second,Female,Sophia Williams,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,38-47,United States,2023-03-08,8,19,Interviewer Second,Female,James Brown,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,38-47,United States,2023-03-08,9,20,Interviewer First,Male,John Robinson,Male,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,18-27,United States,2023-06-02,8,45,Interviewer Second,Female,Emily Miller,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,28-37,United States,2020-02-03,9,30,Interviewer First,Male,Michael Johnson,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,38-47,United States,2021-08-31,10,56,Interviewer First,Male,James Jackson,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2024-03-03,10,34,Interviewer First,Male,Daniel Robinson,Male,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,28-37,United States,2023-11-16,9,38,Interviewer Second,Female,Matthew Anderson,Female,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Male,38-47,United States,2021-09-01,8,45,Interviewer First,Male,Joseph Taylor,Male,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Female,38-47,United States,2023-03-31,9,26,Interviewer First,Male,Matthew Johnson,Female,United States
M,United States,United States,Full-time,Remote,BI Analyst,Male,28-37,United States,2023-05-14,10,54,Interviewer First,Male,Daniel Moore,Male,United States
M,United States,United States,Full-time,Remote,BI Analyst,Female,18-27,United States,2023-11-05,8,43,Interviewer First,Male,William Martin,Female,United States
L,Canada,Czech Republic,Contract,Remote,AI Engineer,Male,28-37,Czech Republic,2023-10-12,10,15,Interviewer Second,Female,Isabella Wilson,Male,Czech Republic
L,Spain,Spain,Full-time,Remote,Data Scientist,Male,28-37,Spain,2022-05-26,10,18,Interviewer First,Male,Emma Wilson,Male,Spain
L,Netherlands,Netherlands,Full-time,Hybrid,Data Scientist,Female,28-37,Netherlands,2022-07-13,8,50,Interviewer Second,Female,Isabella Robinson,Female,Netherlands
S,Luxembourg,Pakistan,,Remote,Data Science Consultant,Female,28-37,Pakistan,2023-11-27,8,39,Interviewer Second,Female,Michael Johnson,Female,Pakistan
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-07-31,10,44,Interviewer Second,Female,Elizabeth Jones,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2022-06-13,9,38,Interviewer Second,Female,John Martinez,Female,United States
M,United States,United States,Full-time,Remote,Data Architect,Male,18-27,United States,2023-08-08,8,51,Interviewer First,Male,John Garcia,Male,United States
M,United States,United States,Full-time,Remote,Data Architect,Male,28-37,United States,2020-09-28,10,42,Interviewer Second,Female,Elizabeth Taylor,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2023-07-08,10,49,Interviewer Second,Female,Abigail Thompson,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,38-47,United States,2024-02-08,10,58,Interviewer Second,Female,Daniel Davis,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,18-27,United States,2023-03-21,8,22,Interviewer Second,Female,Sophia Johnson,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,18-27,United States,2023-07-16,8,23,Interviewer Second,Female,Emma Taylor,Female,United States
M,United States,United States,Full-time,Office,Data Science Director,Female,28-37,United States,2022-11-27,8,31,Interviewer First,Male,Ethan Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Science Director,Female,28-37,United States,2024-01-30,10,33,Interviewer Second,Female,Ethan Martin,Female,United States
M,United Kingdom,United Kingdom,Full-time,Office,Business Intelligence Engineer,Male,38-47,United Kingdom,2022-04-06,9,57,Interviewer First,Male,Ava White,Male,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Business Intelligence Engineer,Male,18-27,United Kingdom,2023-04-22,10,25,Interviewer First,Male,Ethan Jones,Male,United Kingdom
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2022-09-19,10,20,Interviewer Second,Female,Alexander Harris,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2022-04-23,8,32,Interviewer First,Male,Ava Moore,Female,United States
M,United States,United States,Full-time,Office,Data Specialist,Male,38-47,United States,2023-07-30,8,53,Interviewer First,Male,Ava Jackson,Male,United States
M,United States,United States,Full-time,Office,Data Specialist,Male,28-37,United States,2024-03-29,10,16,Interviewer First,Male,James Williams,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2021-09-23,8,38,Interviewer First,Male,James Williams,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-08-25,8,57,Interviewer Second,Female,Abigail White,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2023-02-18,9,54,Interviewer First,Male,Isabella Thomas,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2024-01-29,10,19,Interviewer Second,Female,John Williams,Male,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,18-27,United States,2021-05-20,9,45,Interviewer First,Male,Olivia Anderson,Female,United States
M,United States,United States,Full-time,Office,ML Engineer,Male,28-37,United States,2024-03-14,10,42,Interviewer Second,Female,Elizabeth Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-11-08,9,54,Interviewer Second,Female,Daniel Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2021-03-25,10,54,Interviewer Second,Female,Ava Garcia,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-07-22,10,27,Interviewer First,Male,John Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2021-12-01,8,28,Interviewer Second,Female,Michael Johnson,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,18-27,United States,2023-12-12,8,36,Interviewer First,Male,Michael Robinson,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2024-04-19,10,45,Interviewer Second,Female,Ava Martin,Male,United States
M,Canada,Canada,Full-time,Remote,Data Architect,Female,18-27,Canada,2023-11-14,8,51,Interviewer First,Male,Abigail Taylor,Female,Canada
M,Canada,Canada,Full-time,Remote,Data Architect,Male,28-37,Canada,2023-05-22,9,54,Interviewer Second,Female,Isabella Garcia,Male,Canada
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-04-10,10,46,Interviewer Second,Female,Emma Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2023-03-05,9,39,Interviewer Second,Female,Ava Garcia,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2023-02-05,10,54,Interviewer Second,Female,Alexander Brown,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,18-27,United States,2023-11-13,8,55,Interviewer Second,Female,Mia Anderson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2023-05-07,9,16,Interviewer First,Male,Emma Moore,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2023-08-17,10,59,Interviewer Second,Female,Mia White,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,38-47,United States,2023-12-04,10,38,Interviewer First,Male,Emma Garcia,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,38-47,United States,2023-06-21,9,29,Interviewer First,Male,Mia Johnson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2023-09-20,8,58,Interviewer First,Male,James Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2023-06-02,10,38,Interviewer First,Male,Ava Miller,Male,United States
M,United States,United States,Full-time,Office,Data Product Manager,Female,18-27,United States,2023-11-09,9,58,Interviewer Second,Female,Ethan Garcia,Female,United States
M,United States,United States,Full-time,Office,Data Product Manager,Female,18-27,United States,2022-11-07,9,48,Interviewer Second,Female,Emily Moore,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2022-05-19,9,58,Interviewer First,Male,Joseph Wilson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,18-27,United States,2022-06-27,9,49,Interviewer Second,Female,Isabella White,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,28-37,United States,2020-11-24,10,36,Interviewer First,Male,Elizabeth Martinez,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2024-01-29,8,55,Interviewer First,Male,Joseph Brown,Male,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,28-37,United States,2023-05-21,9,57,Interviewer Second,Female,Daniel Smith,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Male,38-47,United States,2023-12-07,8,38,Interviewer Second,Female,William Williams,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2024-03-24,10,17,Interviewer Second,Female,Charlotte Martinez,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2024-02-22,9,19,Interviewer First,Male,Emily Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-10-13,8,58,Interviewer First,Male,Joseph Garcia,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-06-30,10,19,Interviewer Second,Female,Daniel Harris,Female,United States
M,Netherlands,Ukraine,Full-time,Remote,BI Data Analyst,Female,38-47,Ukraine,2021-12-18,10,25,Interviewer First,Male,Ethan Wilson,Female,Ukraine
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2021-08-15,8,43,Interviewer First,Male,Michael Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-02-06,8,20,Interviewer Second,Female,Isabella Robinson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2022-03-12,8,32,Interviewer Second,Female,Michael Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2022-11-18,10,30,Interviewer First,Male,Elizabeth Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-07-31,9,59,Interviewer First,Male,Joseph Williams,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2024-03-11,8,59,Interviewer First,Male,Abigail Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Architect,Female,28-37,United States,2023-10-02,9,55,Interviewer Second,Female,Sophia Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Architect,Male,18-27,United States,2023-10-19,8,33,Interviewer Second,Female,Abigail Moore,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2023-04-21,10,28,Interviewer Second,Female,John Taylor,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2024-04-05,8,46,Interviewer Second,Female,David Williams,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2024-04-12,9,31,Interviewer Second,Female,Ethan Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2022-08-05,8,20,Interviewer First,Male,Sophia Smith,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2024-02-03,9,57,Interviewer Second,Female,James Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2022-05-29,9,56,Interviewer First,Male,Olivia Thomas,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2021-09-15,9,16,Interviewer First,Male,Joseph Johnson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2022-04-26,8,57,Interviewer First,Male,Charlotte Martin,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2020-06-15,9,30,Interviewer Second,Female,Ava Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2021-09-22,9,57,Interviewer Second,Female,Daniel Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2020-12-18,8,20,Interviewer Second,Female,Ethan Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-05-12,9,17,Interviewer First,Male,Mia Jones,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-10-02,8,32,Interviewer First,Male,James White,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2022-07-16,8,57,Interviewer First,Male,William Wilson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2023-05-13,10,27,Interviewer Second,Female,Ava Smith,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-03-03,8,52,Interviewer First,Male,Joseph Taylor,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2023-09-10,9,44,Interviewer Second,Female,David Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2022-03-13,10,35,Interviewer Second,Female,John Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2024-05-02,10,22,Interviewer First,Male,Alexander White,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2024-05-05,9,28,Interviewer First,Male,Olivia Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-08-11,9,60,Interviewer Second,Female,Joseph Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-02-09,9,42,Interviewer Second,Female,James Moore,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-01-20,9,42,Interviewer First,Male,Abigail Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-06-14,9,45,Interviewer Second,Female,William Martin,Male,United States
M,Canada,Canada,Full-time,Office,Data Scientist,Female,18-27,Canada,2023-09-20,9,32,Interviewer First,Male,Joseph Anderson,Female,Canada
M,Canada,Canada,Full-time,Office,Data Scientist,Female,28-37,Canada,2023-08-10,8,30,Interviewer First,Male,John Davis,Female,Canada
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2023-02-05,8,24,Interviewer First,Male,Sophia Robinson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-01-30,8,53,Interviewer Second,Female,Elizabeth Williams,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-03-11,10,40,Interviewer Second,Female,Ava Taylor,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2024-03-11,10,44,Interviewer Second,Female,Mia Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2023-09-05,10,18,Interviewer First,Male,John Williams,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-09-02,9,38,Interviewer First,Male,Ethan Jackson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,38-47,United States,2024-03-03,9,20,Interviewer Second,Female,Ava Smith,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2022-02-04,8,28,Interviewer First,Male,Daniel Martin,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,18-27,United States,2023-12-15,9,54,Interviewer Second,Female,Sophia Anderson,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,18-27,United States,2023-11-04,8,43,Interviewer Second,Female,Sophia Martin,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2020-10-08,10,48,Interviewer First,Male,Elizabeth Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2024-04-15,9,17,Interviewer Second,Female,Emily Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2023-04-28,8,36,Interviewer Second,Female,Matthew Williams,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2022-01-09,8,49,Interviewer Second,Female,Alexander Thompson,Male,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Female,38-47,United States,2022-12-16,9,57,Interviewer Second,Female,Emma Garcia,Female,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,28-37,United States,2024-01-24,10,45,Interviewer Second,Female,John Brown,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-06-02,8,47,Interviewer First,Male,William Martinez,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2024-04-13,10,59,Interviewer Second,Female,Isabella Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,38-47,United States,2023-06-27,8,51,Interviewer First,Male,Sophia Miller,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2023-03-07,9,43,Interviewer Second,Female,Abigail White,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2021-11-26,8,55,Interviewer Second,Female,Olivia Wilson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,38-47,United States,2023-07-11,8,18,Interviewer Second,Female,James Williams,Male,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,38-47,United States,2024-04-17,8,33,Interviewer Second,Female,Ethan Johnson,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Male,18-27,United States,2024-04-12,9,51,Interviewer First,Male,Olivia Brown,Male,United States
L,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2022-05-10,8,22,Interviewer First,Male,William Smith,Male,United States
L,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2022-03-13,10,50,Interviewer Second,Female,Alexander Davis,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2023-10-06,9,35,Interviewer First,Male,David Martin,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,28-37,United States,2023-12-19,8,39,Interviewer Second,Female,Isabella Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-01-08,10,58,Interviewer Second,Female,Joseph Jones,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-01-17,9,51,Interviewer Second,Female,William Thomas,Female,United States
M,Canada,Canada,Full-time,Remote,Data Engineer,Male,28-37,Canada,2023-12-17,10,41,Interviewer First,Male,Isabella Jackson,Male,Canada
M,Canada,Canada,Full-time,Remote,Data Engineer,Female,38-47,Canada,2022-10-12,9,50,Interviewer First,Male,Abigail Davis,Female,Canada
M,Canada,Canada,Full-time,Office,Data Scientist,Male,18-27,Canada,2024-02-11,10,47,Interviewer Second,Female,Ava Moore,Male,Canada
M,Canada,Canada,Full-time,Office,Data Scientist,Male,28-37,Canada,2021-08-02,9,22,Interviewer First,Male,Joseph Wilson,Male,Canada
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-06-19,8,41,Interviewer First,Male,Matthew Harris,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2023-01-31,9,16,Interviewer First,Male,Charlotte White,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2023-07-20,10,19,Interviewer First,Male,Olivia Taylor,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,28-37,United States,2023-04-29,9,50,Interviewer Second,Female,Emily Moore,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2022-11-17,9,55,Interviewer First,Male,Emily Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2024-04-08,9,19,Interviewer Second,Female,James Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,38-47,United States,2021-04-20,10,50,Interviewer Second,Female,Olivia Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2024-02-11,9,41,Interviewer Second,Female,Isabella Jackson,Female,United States
M,United States,United States,Full-time,Remote,Data Integration Engineer,Female,38-47,United States,2023-10-14,9,40,Interviewer Second,Female,Michael Johnson,Female,United States
M,United States,United States,Full-time,Remote,Data Integration Engineer,Male,38-47,United States,2024-03-19,10,17,Interviewer First,Male,Matthew Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2023-09-03,10,50,Interviewer First,Male,Ethan Martin,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2021-06-27,8,41,Interviewer First,Male,Abigail Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-09-13,8,49,Interviewer Second,Female,Charlotte Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2024-02-01,9,56,Interviewer Second,Female,Joseph Jones,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2023-06-20,8,15,Interviewer Second,Female,David Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2023-12-09,10,52,Interviewer Second,Female,Emma White,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-11-21,10,16,Interviewer Second,Female,David Brown,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2022-12-20,9,34,Interviewer First,Male,Ethan Smith,Male,United States
M,Lithuania,Lithuania,Full-time,Office,Machine Learning Engineer,Male,28-37,Lithuania,2023-09-08,8,20,Interviewer First,Male,Charlotte Smith,Male,Lithuania
M,Lithuania,Lithuania,Full-time,Office,Machine Learning Engineer,Female,18-27,Lithuania,2023-01-15,8,18,Interviewer Second,Female,Joseph Moore,Female,Lithuania
M,United States,United States,Full-time,Office,Analytics Engineer,Female,38-47,United States,2023-10-01,8,52,Interviewer First,Male,Isabella Moore,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,38-47,United States,2024-02-22,8,22,Interviewer First,Male,Elizabeth Martinez,Female,United States
M,United States,United States,Full-time,Office,AI Engineer,Female,38-47,United States,2023-02-19,8,43,Interviewer First,Male,John Wilson,Female,United States
M,United States,United States,Full-time,Office,AI Engineer,Female,28-37,United States,2024-03-14,10,52,Interviewer First,Male,Isabella White,Female,United States
M,United States,United States,Full-time,Remote,Applied Scientist,Male,18-27,United States,2022-06-23,8,22,Interviewer Second,Female,Joseph White,Male,United States
M,United States,United States,Full-time,Remote,Applied Scientist,Male,18-27,United States,2022-09-13,10,18,Interviewer Second,Female,Joseph Miller,Male,United States
M,Canada,Canada,Full-time,Remote,Data Scientist,Male,18-27,Canada,2024-02-07,10,16,Interviewer Second,Female,Mia Martin,Male,Canada
M,Canada,Canada,Full-time,Remote,Data Scientist,Female,28-37,Canada,2023-10-18,9,56,Interviewer Second,Female,Matthew Martinez,Female,Canada
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Female,28-37,United States,2022-09-28,10,17,Interviewer Second,Female,Daniel Brown,Female,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,38-47,United States,2022-11-05,10,29,Interviewer Second,Female,Mia Jones,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2023-05-28,9,29,Interviewer First,Male,William Martinez,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2022-02-17,9,48,Interviewer Second,Female,Olivia Jones,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2024-03-12,9,23,Interviewer First,Male,Emma Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-12-10,10,30,Interviewer Second,Female,Matthew Anderson,Female,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Female,18-27,United States,2024-02-07,10,53,Interviewer First,Male,Michael White,Female,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,38-47,United States,2023-09-14,8,45,Interviewer Second,Female,David Miller,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2024-02-04,8,15,Interviewer Second,Female,Sophia Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-12-29,10,22,Interviewer First,Male,Isabella Martin,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2024-05-01,9,59,Interviewer First,Male,Alexander Brown,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2023-02-24,9,28,Interviewer Second,Female,David Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2024-03-10,9,34,Interviewer Second,Female,Michael Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2024-05-04,8,25,Interviewer Second,Female,Daniel Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Scientist,Female,18-27,United States,2022-04-02,9,38,Interviewer Second,Female,Ethan Anderson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Scientist,Male,18-27,United States,2023-06-30,8,23,Interviewer First,Male,Elizabeth Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-04-11,10,45,Interviewer First,Male,Ethan White,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2024-02-16,10,30,Interviewer Second,Female,James Garcia,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Female,38-47,United States,2023-09-25,8,35,Interviewer Second,Female,Mia Wilson,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Male,28-37,United States,2022-11-23,9,31,Interviewer Second,Female,Daniel Jones,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,38-47,United States,2023-03-24,10,21,Interviewer First,Male,Emily Johnson,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2023-06-26,9,44,Interviewer Second,Female,Emma Williams,Female,United States
M,United States,United States,Full-time,Office,BI Developer,Female,18-27,United States,2021-04-30,8,41,Interviewer First,Male,Joseph Harris,Female,United States
M,United States,United States,Full-time,Office,BI Developer,Male,28-37,United States,2023-04-06,10,21,Interviewer Second,Female,Isabella Harris,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Manager,Male,18-27,United States,2020-11-27,10,31,Interviewer Second,Female,Olivia Robinson,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Manager,Female,28-37,United States,2024-05-05,8,50,Interviewer First,Male,Mia Garcia,Female,United States
M,Canada,Canada,Full-time,Office,Data Analyst,Female,28-37,Canada,2024-01-01,9,46,Interviewer Second,Female,Matthew Moore,Female,Canada
M,Canada,Canada,Full-time,Office,Data Analyst,Female,28-37,Canada,2021-12-25,9,19,Interviewer Second,Female,Charlotte Miller,Female,Canada
